word	count	candidate	count	score	difference
kitua	5	katua	2	1.0	Changed 'i' to 'a' at position 2
munna	5	menna	2	1.0	Changed 'u' to 'e' at position 2
mitah	5	mitam	2	1.0	Changed 'h' to 'm' at position 5
mitah	5	mivah	2	1.0	Changed 't' to 'v' at position 3
migun	5	minun	2	1.0	Changed 'g' to 'n' at position 3
migun	5	milun	2	1.0	Changed 'g' to 'l' at position 3
masai	5	madai	2	1.0	Changed 's' to 'd' at position 3
masai	5	makai	2	1.0	Changed 's' to 'k' at position 3
malai	5	madai	2	1.0	Changed 'l' to 'd' at position 3
malai	5	makai	2	1.0	Changed 'l' to 'k' at position 3
sadel	5	sahel	2	1.0	Changed 'd' to 'h' at position 3
sohna	5	sonna	2	1.0	Changed 'h' to 'n' at position 3
sohna	5	somna	2	1.0	Changed 'h' to 'm' at position 3
solna	5	sonna	2	1.0	Changed 'l' to 'n' at position 3
solna	5	somna	2	1.0	Changed 'l' to 'm' at position 3
somin	5	solin	2	1.0	Changed 'm' to 'l' at position 3
somin	5	sonin	2	1.0	Changed 'm' to 'n' at position 3
tolna	5	to-na	2	1.0	Changed 'l' to '-' at position 3
tolna	5	tolpa	2	1.0	Changed 'n' to 'p' at position 4
tolna	5	tolsa	2	1.0	Changed 'n' to 's' at position 4
thilo	5	thila	2	1.0	Changed 'o' to 'a' at position 5
thilo	5	thimo	2	1.0	Changed 'l' to 'm' at position 4
thiho	5	thimo	2	1.0	Changed 'h' to 'm' at position 4
tupet	5	tupeh	2	1.0	Changed 't' to 'h' at position 5
thimu	5	thimo	2	1.0	Changed 'u' to 'o' at position 5
tolse	5	tolsa	2	1.0	Changed 'e' to 'a' at position 5
tinah	5	tisah	2	1.0	Changed 'n' to 's' at position 3
tinah	5	titah	2	1.0	Changed 'n' to 't' at position 3
temna	5	tetna	2	1.0	Changed 'm' to 't' at position 3
iding	5	ihing	2	1.0	Changed 'd' to 'h' at position 2
eitoh	5	eipoh	2	1.0	Changed 't' to 'p' at position 3
eitoh	5	eitom	2	1.0	Changed 'h' to 'm' at position 5
eitoh	5	eihoh	2	1.0	Changed 't' to 'h' at position 3
eitoh	5	eitot	2	1.0	Changed 'h' to 't' at position 5
eineh	5	eiheh	2	1.0	Changed 'n' to 'h' at position 3
eituh	5	eivuh	2	1.0	Changed 't' to 'v' at position 3
eikoi	5	ei-oi	2	1.0	Changed 'k' to '-' at position 3
eisem	5	eiset	2	1.0	Changed 'm' to 't' at position 5
eisan	5	eiman	2	1.0	Changed 's' to 'm' at position 3
nanua	5	natua	2	1.0	Changed 'n' to 't' at position 3
nanua	5	nalua	2	1.0	Changed 'n' to 'l' at position 3
naden	5	nalen	2	1.0	Changed 'd' to 'l' at position 3
naden	5	nadan	2	1.0	Changed 'e' to 'a' at position 4
naleh	5	nalet	2	1.0	Changed 'h' to 't' at position 5
naleh	5	nalen	2	1.0	Changed 'h' to 'n' at position 5
naleh	5	nalei	2	1.0	Changed 'h' to 'i' at position 5
natom	5	natot	2	1.0	Changed 'm' to 't' at position 5
natom	5	nadom	2	1.0	Changed 't' to 'd' at position 3
natom	5	nanom	2	1.0	Changed 't' to 'n' at position 3
nasil	5	nasal	2	1.0	Changed 'i' to 'a' at position 4
nasil	5	natil	2	1.0	Changed 's' to 't' at position 3
nasil	5	nagil	2	1.0	Changed 's' to 'g' at position 3
nagah	5	nakah	2	1.0	Changed 'g' to 'k' at position 3
nagah	5	nogah	2	1.0	Changed 'a' to 'o' at position 2
nagah	5	nagau	2	1.0	Changed 'h' to 'u' at position 5
naloh	5	nalon	2	1.0	Changed 'h' to 'n' at position 5
natho	5	nalho	2	1.0	Changed 't' to 'l' at position 3
nakon	5	navon	2	1.0	Changed 'k' to 'v' at position 3
nakon	5	nakun	2	1.0	Changed 'o' to 'u' at position 4
nakon	5	nakop	2	1.0	Changed 'n' to 'p' at position 5
nakon	5	nalon	2	1.0	Changed 'k' to 'l' at position 3
nakap	5	nakah	2	1.0	Changed 'p' to 'h' at position 5
nakap	5	nakop	2	1.0	Changed 'a' to 'o' at position 4
nagon	5	navon	2	1.0	Changed 'g' to 'v' at position 3
nagon	5	nalon	2	1.0	Changed 'g' to 'l' at position 3
naloi	5	nalui	2	1.0	Changed 'o' to 'u' at position 4
naloi	5	na-oi	2	1.0	Changed 'l' to '-' at position 3
naloi	5	napoi	2	1.0	Changed 'l' to 'p' at position 3
naloi	5	nasoi	2	1.0	Changed 'l' to 's' at position 3
naloi	5	nalei	2	1.0	Changed 'o' to 'e' at position 4
naloi	5	nalon	2	1.0	Changed 'i' to 'n' at position 5
napon	5	navon	2	1.0	Changed 'p' to 'v' at position 3
napon	5	napoi	2	1.0	Changed 'n' to 'i' at position 5
napon	5	nalon	2	1.0	Changed 'p' to 'l' at position 3
nadop	5	nakop	2	1.0	Changed 'd' to 'k' at position 3
nadop	5	nadol	2	1.0	Changed 'p' to 'l' at position 5
nadop	5	nadom	2	1.0	Changed 'p' to 'm' at position 5
naham	5	nanam	2	1.0	Changed 'h' to 'n' at position 3
neigo	5	neilo	2	1.0	Changed 'g' to 'l' at position 4
neigo	5	nei-o	2	1.0	Changed 'g' to '-' at position 4
nanot	5	nanol	2	1.0	Changed 't' to 'l' at position 5
nanot	5	natot	2	1.0	Changed 'n' to 't' at position 3
nanot	5	nasot	2	1.0	Changed 'n' to 's' at position 3
nanot	5	nanom	2	1.0	Changed 't' to 'm' at position 5
nasum	5	nadum	2	1.0	Changed 's' to 'd' at position 3
nasum	5	napum	2	1.0	Changed 's' to 'p' at position 3
lamle	5	lamla	2	1.0	Changed 'e' to 'a' at position 5
lamna	5	lamla	2	1.0	Changed 'n' to 'l' at position 4
lenge	5	longe	2	1.0	Changed 'e' to 'o' at position 2
gelin	5	gelim	2	1.0	Changed 'n' to 'm' at position 5
gelin	5	gelun	2	1.0	Changed 'i' to 'u' at position 4
gomin	5	gimin	2	1.0	Changed 'o' to 'i' at position 2
galpi	5	golpi	2	1.0	Changed 'a' to 'o' at position 2
ginin	5	gimin	2	1.0	Changed 'n' to 'm' at position 3
gasam	5	gaham	2	1.0	Changed 's' to 'h' at position 3
umtam	5	umgam	2	1.0	Changed 't' to 'g' at position 3
khosa	5	khosah	2	1.0	Added 'h' at position 6
khosa	5	khomsa	2	1.0	Added 'm' at position 4
khosa	5	khosap	2	1.0	Added 'p' at position 6
neojo	5	neojon	2	1.0	Added 'n' at position 6
akido	5	akidom	2	1.0	Added 'm' at position 6
kalou	5	kailou	2	1.0	Added 'i' at position 3
naden	5	namden	2	1.0	Added 'm' at position 3
athim	5	athima	2	1.0	Added 'a' at position 6
sohna	5	sohnua	2	1.0	Added 'u' at position 5
adena	5	adenna	2	1.0	Added 'n' at position 5
natom	5	natoma	2	1.0	Added 'a' at position 6
akiho	5	akihoi	2	1.0	Added 'i' at position 6
akiho	5	akicho	2	1.0	Added 'c' at position 4
akiho	5	akikho	2	1.0	Added 'k' at position 4
nagah	5	nangah	2	1.0	Added 'n' at position 3
akina	5	akinga	2	1.0	Added 'g' at position 5
akina	5	akaina	2	1.0	Added 'a' at position 3
thilo	5	thilho	2	1.0	Added 'h' at position 5
nakon	5	nakhon	2	1.0	Added 'h' at position 4
thiho	5	thilho	2	1.0	Added 'l' at position 4
thiho	5	theiho	2	1.0	Added 'e' at position 3
jadoh	5	jahdoh	2	1.0	Added 'h' at position 3
hoiyu	5	hoiyun	2	1.0	Added 'n' at position 6
napon	5	naphon	2	1.0	Added 'h' at position 4
hamin	5	hamgin	2	1.0	Added 'g' at position 4
petan	5	petang	2	1.0	Added 'g' at position 6
hosah	5	hoisah	2	1.0	Added 'i' at position 3
kahuh	5	kachuh	2	1.0	Added 'c' at position 3
kahuh	5	kakhuh	2	1.0	Added 'k' at position 3
akigo	5	akigom	2	1.0	Added 'm' at position 6
seiji	5	seijin	2	1.0	Added 'n' at position 6
kipho	5	kipeho	2	1.0	Added 'e' at position 4
kamel	5	kamhel	2	1.0	Added 'h' at position 4
mupha	5	munpha	2	1.0	Added 'n' at position 3
eipha	5	eiphah	2	1.0	Added 'h' at position 6
akana	5	akaina	2	1.0	Added 'i' at position 4
akana	5	akanna	2	1.0	Added 'n' at position 5
malam	5	malama	2	1.0	Added 'a' at position 6
kitua	5	kituna	2	1.0	Added 'n' at position 5
temna	5	temana	2	1.0	Added 'a' at position 4
pohdoh	5	pahdoh	2	1.0	Changed 'o' to 'a' at position 2
paijen	5	paijin	2	1.0	Changed 'e' to 'i' at position 5
kouvun	5	kiuvun	2	1.0	Changed 'o' to 'i' at position 2
kasung	5	katung	2	1.0	Changed 's' to 't' at position 3
kading	5	kating	2	1.0	Changed 'd' to 't' at position 3
koipeh	5	kaipeh	2	1.0	Changed 'o' to 'a' at position 2
kalhoh	5	kaphoh	2	1.0	Changed 'l' to 'p' at position 3
kichan	5	kichaa	2	1.0	Changed 'n' to 'a' at position 6
kichan	5	kichin	2	1.0	Changed 'a' to 'i' at position 5
kiting	5	kating	2	1.0	Changed 'i' to 'a' at position 2
kathem	5	katham	2	1.0	Changed 'e' to 'a' at position 5
kathem	5	kalhem	2	1.0	Changed 't' to 'l' at position 3
kathah	5	katham	2	1.0	Changed 'h' to 'm' at position 6
kachil	5	kachih	2	1.0	Changed 'l' to 'h' at position 6
khotin	5	kholin	2	1.0	Changed 't' to 'l' at position 4
kichil	5	kichin	2	1.0	Changed 'l' to 'n' at position 6
kichop	5	kichoa	2	1.0	Changed 'p' to 'a' at position 6
kangai	5	kangat	2	1.0	Changed 'i' to 't' at position 6
kadina	5	ka-ina	2	1.0	Changed 'd' to '-' at position 3
ki-ima	5	ka-ima	2	1.0	Changed 'i' to 'a' at position 2
kikheh	5	kikhet	2	1.0	Changed 'h' to 't' at position 6
ikilah	5	ikipah	2	1.0	Changed 'l' to 'p' at position 4
chatna	5	chapna	2	1.0	Changed 't' to 'p' at position 4
chatna	5	chotna	2	1.0	Changed 'a' to 'o' at position 3
chomna	5	chotna	2	1.0	Changed 'm' to 't' at position 4
chomna	5	choina	2	1.0	Changed 'm' to 'i' at position 4
chulou	5	chelou	2	1.0	Changed 'u' to 'e' at position 3
nahath	5	nahatu	2	1.0	Changed 'h' to 'u' at position 6
neidon	5	neison	2	1.0	Changed 'd' to 's' at position 4
neidon	5	neidom	2	1.0	Changed 'n' to 'm' at position 6
nethei	5	nethel	2	1.0	Changed 'i' to 'l' at position 6
nalhap	5	nalhan	2	1.0	Changed 'p' to 'n' at position 6
nalhap	5	nalhau	2	1.0	Changed 'p' to 'u' at position 6
nalhen	5	nakhen	2	1.0	Changed 'l' to 'k' at position 3
nalhen	5	nalhan	2	1.0	Changed 'e' to 'a' at position 5
neidou	5	neidom	2	1.0	Changed 'u' to 'm' at position 6
ngaida	5	ngaipa	2	1.0	Changed 'd' to 'p' at position 5
nompan	5	nomtan	2	1.0	Changed 'p' to 't' at position 4
nasana	5	nasang	2	1.0	Changed 'a' to 'g' at position 6
nasana	5	nasanu	2	1.0	Changed 'a' to 'u' at position 6
nathah	5	nathuh	2	1.0	Changed 'a' to 'u' at position 5
nathah	5	natheh	2	1.0	Changed 'a' to 'e' at position 5
ngamna	5	ngimna	2	1.0	Changed 'a' to 'i' at position 3
nakhan	5	nakhen	2	1.0	Changed 'a' to 'e' at position 5
nakhan	5	nakhon	2	1.0	Changed 'a' to 'o' at position 5
nakhan	5	nalhan	2	1.0	Changed 'k' to 'l' at position 3
neisem	5	neisep	2	1.0	Changed 'm' to 'p' at position 6
neisem	5	neilem	2	1.0	Changed 's' to 'l' at position 4
neidan	5	neiman	2	1.0	Changed 'd' to 'm' at position 4
neidan	5	neidai	2	1.0	Changed 'n' to 'i' at position 6
neidan	5	neisan	2	1.0	Changed 'd' to 's' at position 4
neidan	5	neidam	2	1.0	Changed 'n' to 'm' at position 6
neisel	5	neisep	2	1.0	Changed 'l' to 'p' at position 6
nomsah	5	nousah	2	1.0	Changed 'm' to 'u' at position 3
nomsah	5	nemsah	2	1.0	Changed 'o' to 'e' at position 2
naholu	5	nahola	2	1.0	Changed 'u' to 'a' at position 6
lujang	5	lukang	2	1.0	Changed 'j' to 'k' at position 3
lhaipi	5	lhaiji	2	1.0	Changed 'p' to 'j' at position 5
leiyah	5	laiyah	2	1.0	Changed 'e' to 'a' at position 2
amunei	5	amutei	2	1.0	Changed 'n' to 't' at position 4
akeh-e	5	abeh-e	2	1.0	Changed 'k' to 'b' at position 2
asshur	5	ashhur	2	1.0	Changed 's' to 'h' at position 3
anaboh	5	anadoh	2	1.0	Changed 'b' to 'd' at position 4
alumin	5	adumin	2	1.0	Changed 'l' to 'd' at position 2
alumin	5	apumin	2	1.0	Changed 'l' to 'p' at position 2
asapha	5	asatha	2	1.0	Changed 'p' to 't' at position 4
asapha	5	anapha	2	1.0	Changed 's' to 'n' at position 2
akouve	5	adouve	2	1.0	Changed 'k' to 'd' at position 2
akouve	5	alouve	2	1.0	Changed 'k' to 'l' at position 2
aki-ah	5	akimah	2	1.0	Changed '-' to 'm' at position 4
achona	5	alhona	2	1.0	Changed 'c' to 'l' at position 2
achona	5	achonu	2	1.0	Changed 'a' to 'u' at position 6
achona	5	achana	2	1.0	Changed 'o' to 'a' at position 4
akitim	5	aki-im	2	1.0	Changed 't' to '-' at position 4
asutah	5	amutah	2	1.0	Changed 's' to 'm' at position 2
amiten	5	amitel	2	1.0	Changed 'n' to 'l' at position 6
amiten	5	ajiten	2	1.0	Changed 'm' to 'j' at position 2
analup	5	agalup	2	1.0	Changed 'n' to 'g' at position 2
ahopeh	5	adopeh	2	1.0	Changed 'h' to 'd' at position 2
ahipet	5	ahipen	2	1.0	Changed 't' to 'n' at position 6
agouva	5	ahouva	2	1.0	Changed 'g' to 'h' at position 2
agouva	5	agauva	2	1.0	Changed 'o' to 'a' at position 3
asopin	5	asomin	2	1.0	Changed 'p' to 'm' at position 4
asopin	5	asonin	2	1.0	Changed 'p' to 'n' at position 4
atepsa	5	atepna	2	1.0	Changed 's' to 'n' at position 5
anasol	5	anakol	2	1.0	Changed 's' to 'k' at position 4
anapen	5	agapen	2	1.0	Changed 'n' to 'g' at position 2
anapen	5	anahen	2	1.0	Changed 'p' to 'h' at position 4
anapen	5	anapan	2	1.0	Changed 'e' to 'a' at position 5
akituh	5	akiguh	2	1.0	Changed 't' to 'g' at position 4
akituh	5	akibuh	2	1.0	Changed 't' to 'b' at position 4
akidel	5	akidil	2	1.0	Changed 'e' to 'i' at position 5
atisoh	5	atijoh	2	1.0	Changed 's' to 'j' at position 4
aselut	5	apelut	2	1.0	Changed 's' to 'p' at position 2
akidah	5	akimah	2	1.0	Changed 'd' to 'm' at position 4
akanin	5	adanin	2	1.0	Changed 'k' to 'd' at position 2
abanin	5	adanin	2	1.0	Changed 'b' to 'd' at position 2
asolun	5	asolui	2	1.0	Changed 'n' to 'i' at position 6
aleiya	5	ageiya	2	1.0	Changed 'l' to 'g' at position 2
aleiya	5	aloiya	2	1.0	Changed 'e' to 'o' at position 3
aleiya	5	ameiya	2	1.0	Changed 'l' to 'm' at position 2
aleiya	5	aluiya	2	1.0	Changed 'e' to 'u' at position 3
aleiya	5	aheiya	2	1.0	Changed 'l' to 'h' at position 2
akitit	5	akitat	2	1.0	Changed 'i' to 'a' at position 5
akitit	5	akitot	2	1.0	Changed 'i' to 'o' at position 5
adonun	5	ajonun	2	1.0	Changed 'd' to 'j' at position 2
adonun	5	abonun	2	1.0	Changed 'd' to 'b' at position 2
asunin	5	asonin	2	1.0	Changed 'u' to 'o' at position 3
asunin	5	asunun	2	1.0	Changed 'i' to 'u' at position 5
adelna	5	adenna	2	1.0	Changed 'l' to 'n' at position 4
anadin	5	anamin	2	1.0	Changed 'd' to 'm' at position 4
akiphu	5	akipha	2	1.0	Changed 'u' to 'a' at position 6
akihal	5	akihan	2	1.0	Changed 'l' to 'n' at position 6
ahabol	5	alabol	2	1.0	Changed 'h' to 'l' at position 2
amusah	5	amutah	2	1.0	Changed 's' to 't' at position 4
amusah	5	amunah	2	1.0	Changed 's' to 'n' at position 4
akilha	5	akipha	2	1.0	Changed 'l' to 'p' at position 4
akivoh	5	akiloh	2	1.0	Changed 'v' to 'l' at position 4
agotsa	5	agotna	2	1.0	Changed 's' to 'n' at position 5
dohtai	5	dohtan	2	1.0	Changed 'i' to 'n' at position 6
dingsa	5	dingha	2	1.0	Changed 's' to 'h' at position 5
dah-in	5	duh-in	2	1.0	Changed 'a' to 'u' at position 2
dih-in	5	duh-in	2	1.0	Changed 'i' to 'u' at position 2
jihdoh	5	jahdoh	2	1.0	Changed 'i' to 'a' at position 2
hindoh	5	hinboh	2	1.0	Changed 'd' to 'b' at position 4
hindoh	5	hondoh	2	1.0	Changed 'i' to 'o' at position 2
hoppeh	5	honpeh	2	1.0	Changed 'p' to 'n' at position 3
hinpoh	5	hinboh	2	1.0	Changed 'p' to 'b' at position 4
houdan	5	hounan	2	1.0	Changed 'd' to 'n' at position 4
thilpi	5	thimpi	2	1.0	Changed 'l' to 'm' at position 4
thupoh	5	thupoa	2	1.0	Changed 'h' to 'a' at position 6
thupoh	5	thupot	2	1.0	Changed 'h' to 't' at position 6
thatai	5	thatan	2	1.0	Changed 'i' to 'n' at position 6
thouve	5	taouve	2	1.0	Changed 'h' to 'a' at position 2
thahna	5	thanna	2	1.0	Changed 'h' to 'n' at position 4
thahna	5	thah-a	2	1.0	Changed 'n' to '-' at position 5
thumje	5	thumjo	2	1.0	Changed 'e' to 'o' at position 6
thumje	5	thumte	2	1.0	Changed 'j' to 't' at position 5
theiji	5	theimi	2	1.0	Changed 'j' to 'm' at position 5
thubuh	5	thubul	2	1.0	Changed 'h' to 'l' at position 6
thinaa	5	thinna	2	1.0	Changed 'a' to 'n' at position 5
tahsah	5	tamsah	2	1.0	Changed 'h' to 'm' at position 3
tahsah	5	tahtah	2	1.0	Changed 's' to 't' at position 4
tollai	5	tollah	2	1.0	Changed 'i' to 'h' at position 6
boldan	5	bolman	2	1.0	Changed 'd' to 'm' at position 4
bantha	5	bancha	2	1.0	Changed 't' to 'c' at position 4
bolnan	5	bolman	2	1.0	Changed 'n' to 'm' at position 4
bengin	5	bungin	2	1.0	Changed 'e' to 'u' at position 2
gamsah	5	gamsan	2	1.0	Changed 'h' to 'n' at position 6
gachen	5	gachea	2	1.0	Changed 'n' to 'a' at position 6
gachen	5	gachon	2	1.0	Changed 'e' to 'o' at position 5
gotsan	5	gotdan	2	1.0	Changed 's' to 'd' at position 4
gamsai	5	gamvai	2	1.0	Changed 's' to 'v' at position 4
gamsai	5	gamsan	2	1.0	Changed 'i' to 'n' at position 6
gamsai	5	gamlai	2	1.0	Changed 's' to 'l' at position 4
gimsah	5	gimtah	2	1.0	Changed 's' to 't' at position 4
vahdoh	5	valdoh	2	1.0	Changed 'h' to 'l' at position 3
veiset	5	vetset	2	1.0	Changed 'i' to 't' at position 3
simtha	5	simkha	2	1.0	Changed 't' to 'k' at position 4
saiyin	5	saigin	2	1.0	Changed 'y' to 'g' at position 4
sahjin	5	sohjin	2	1.0	Changed 'a' to 'o' at position 2
seijia	5	seijin	2	1.0	Changed 'a' to 'n' at position 6
seilea	5	seileh	2	1.0	Changed 'a' to 'h' at position 6
seilea	5	seileu	2	1.0	Changed 'a' to 'u' at position 6
maasei	5	mahsei	2	1.0	Changed 'a' to 'h' at position 3
maovin	5	maovun	2	1.0	Changed 'i' to 'u' at position 5
eilhut	5	eilhun	2	1.0	Changed 't' to 'n' at position 6
umjeng	5	umjong	2	1.0	Changed 'e' to 'o' at position 4
jengle	5	jengleh	2	1.0	Added 'h' at position 7
alumin	5	alhumin	2	1.0	Added 'h' at position 3
kading	5	kadinga	2	1.0	Added 'a' at position 7
kah-in	5	khah-in	2	1.0	Added 'h' at position 2
achona	5	achohna	2	1.0	Added 'h' at position 5
achona	5	achotna	2	1.0	Added 't' at position 5
kichan	5	keichan	2	1.0	Added 'e' at position 2
neidon	5	neidong	2	1.0	Added 'g' at position 7
patdum	5	patduma	2	1.0	Added 'a' at position 7
othong	5	othonga	2	1.0	Added 'a' at position 7
ahopeh	5	aholpeh	2	1.0	Added 'l' at position 4
naicha	5	naichan	2	1.0	Added 'n' at position 7
anapen	5	anapeng	2	1.0	Added 'g' at position 7
nasana	5	nasahna	2	1.0	Added 'h' at position 5
akhoda	5	akhodah	2	1.0	Added 'h' at position 7
na-nga	5	na-ngat	2	1.0	Added 't' at position 7
asolun	5	asol'un	2	1.0	Added ''' at position 5
eikipe	5	eikipea	2	1.0	Added 'a' at position 7
akiphu	5	akiphuh	2	1.0	Added 'h' at position 7
anaote	5	anaoteu	2	1.0	Added 'u' at position 7
khotin	5	khotina	2	1.0	Added 'a' at position 7
tahsah	5	thahsah	2	1.0	Added 'h' at position 2
mangpa	5	mangpai	2	1.0	Added 'i' at position 7
thihel	5	theihel	2	1.0	Added 'e' at position 3
kadina	5	kadinna	2	1.0	Added 'n' at position 6
kadina	5	kadinga	2	1.0	Added 'g' at position 6
loitum	5	loithum	2	1.0	Added 'h' at position 5
nakivei	5	nakinei	2	1.0	Changed 'v' to 'n' at position 5
nakigah	5	nakidah	2	1.0	Changed 'g' to 'd' at position 5
namiten	5	namiteu	2	1.0	Changed 'n' to 'u' at position 7
nahinto	5	nahindo	2	1.0	Changed 't' to 'd' at position 6
namitmu	5	namiteu	2	1.0	Changed 'm' to 'e' at position 6
nakihop	5	nakigop	2	1.0	Changed 'h' to 'g' at position 5
nakihop	5	nakisop	2	1.0	Changed 'h' to 's' at position 5
nakigot	5	nakigop	2	1.0	Changed 't' to 'p' at position 7
nakigot	5	nakigoi	2	1.0	Changed 't' to 'i' at position 7
nungjui	5	nungpui	2	1.0	Changed 'j' to 'p' at position 5
ngaitou	5	ngaitoi	2	1.0	Changed 'u' to 'i' at position 7
nakoiye	5	nakoiyu	2	1.0	Changed 'e' to 'u' at position 7
neithah	5	neilhah	2	1.0	Changed 't' to 'l' at position 4
neithah	5	neitheh	2	1.0	Changed 'a' to 'e' at position 6
neithah	5	neithoh	2	1.0	Changed 'a' to 'o' at position 6
naneina	5	nadeina	2	1.0	Changed 'n' to 'd' at position 3
nakison	5	nakivon	2	1.0	Changed 's' to 'v' at position 5
nakison	5	nakisop	2	1.0	Changed 'n' to 'p' at position 7
agathei	5	agachei	2	1.0	Changed 't' to 'c' at position 4
anompoi	5	anomjoi	2	1.0	Changed 'p' to 'j' at position 5
athusoh	5	athupoh	2	1.0	Changed 's' to 'p' at position 5
akhomun	5	akhumun	2	1.0	Changed 'o' to 'u' at position 4
abohtai	5	abohtan	2	1.0	Changed 'i' to 'n' at position 7
ahintoh	5	ahinloh	2	1.0	Changed 't' to 'l' at position 5
adontai	5	adoutai	2	1.0	Changed 'n' to 'u' at position 4
akumsuh	5	akumseh	2	1.0	Changed 'u' to 'e' at position 6
agonpeh	5	agotpeh	2	1.0	Changed 'n' to 't' at position 4
anunsah	5	anungah	2	1.0	Changed 's' to 'g' at position 5
akidong	5	akinong	2	1.0	Changed 'd' to 'n' at position 4
akhovah	5	akhodah	2	1.0	Changed 'v' to 'd' at position 5
akhovah	5	akhobah	2	1.0	Changed 'v' to 'b' at position 5
ahintom	5	ahindom	2	1.0	Changed 't' to 'd' at position 5
agoltoh	5	agolsoh	2	1.0	Changed 't' to 's' at position 5
akilhep	5	akichep	2	1.0	Changed 'l' to 'c' at position 4
akiphin	5	akikhin	2	1.0	Changed 'p' to 'k' at position 4
akiphin	5	akiphan	2	1.0	Changed 'i' to 'a' at position 6
akiphin	5	akichin	2	1.0	Changed 'p' to 'c' at position 4
anahing	5	asahing	2	1.0	Changed 'n' to 's' at position 2
apunsah	5	apensah	2	1.0	Changed 'u' to 'e' at position 3
aboljin	5	akoljin	2	1.0	Changed 'b' to 'k' at position 2
aboljin	5	aboljiu	2	1.0	Changed 'n' to 'u' at position 7
ahinpha	5	ahinpho	2	1.0	Changed 'a' to 'o' at position 7
ahinpha	5	ahinphi	2	1.0	Changed 'a' to 'i' at position 7
amangun	5	asangun	2	1.0	Changed 'm' to 's' at position 2
akonsuh	5	akonsah	2	1.0	Changed 'u' to 'a' at position 6
anahsah	5	anatsah	2	1.0	Changed 'h' to 't' at position 4
aluttai	5	alumtai	2	1.0	Changed 't' to 'm' at position 4
akousoh	5	akotsoh	2	1.0	Changed 'u' to 't' at position 4
achanun	5	achonun	2	1.0	Changed 'a' to 'o' at position 4
apangun	5	apungun	2	1.0	Changed 'a' to 'u' at position 3
apangun	5	asangun	2	1.0	Changed 'p' to 's' at position 2
achepeh	5	achejeh	2	1.0	Changed 'p' to 'j' at position 5
achepeh	5	acheleh	2	1.0	Changed 'p' to 'l' at position 5
achepeh	5	achepet	2	1.0	Changed 'h' to 't' at position 7
ajuipeh	5	aluipeh	2	1.0	Changed 'j' to 'l' at position 2
asolpeh	5	aholpeh	2	1.0	Changed 's' to 'h' at position 2
asolpeh	5	asolleh	2	1.0	Changed 'p' to 'l' at position 5
ahintan	5	ahinsan	2	1.0	Changed 't' to 's' at position 5
apansat	5	abansat	2	1.0	Changed 'p' to 'b' at position 2
aboljie	5	aboljiu	2	1.0	Changed 'e' to 'u' at position 7
ahatdoh	5	ahaldoh	2	1.0	Changed 't' to 'l' at position 4
anithum	5	anathum	2	1.0	Changed 'i' to 'a' at position 3
athapeh	5	athajeh	2	1.0	Changed 'p' to 'j' at position 5
akiling	5	akilung	2	1.0	Changed 'i' to 'u' at position 5
akiling	5	akihing	2	1.0	Changed 'l' to 'h' at position 4
abishag	5	abishai	2	1.0	Changed 'g' to 'i' at position 7
adondoh	5	adotdoh	2	1.0	Changed 'n' to 't' at position 4
abol'un	5	asol'un	2	1.0	Changed 'b' to 's' at position 2
abol'un	5	ahol'un	2	1.0	Changed 'b' to 'h' at position 2
ahinvah	5	ahinkah	2	1.0	Changed 'v' to 'k' at position 5
ahetsoh	5	avetsoh	2	1.0	Changed 'h' to 'v' at position 2
ajolsoh	5	aholsoh	2	1.0	Changed 'j' to 'h' at position 2
ajolsoh	5	agolsoh	2	1.0	Changed 'j' to 'g' at position 2
ajolsoh	5	atolsoh	2	1.0	Changed 'j' to 't' at position 2
ahinvet	5	ahinhet	2	1.0	Changed 'v' to 'h' at position 5
adihtah	5	adihsah	2	1.0	Changed 't' to 's' at position 5
apeldoh	5	ajeldoh	2	1.0	Changed 'p' to 'j' at position 2
abolpoi	5	aholpoi	2	1.0	Changed 'b' to 'h' at position 2
ahinsam	5	ahinsan	2	1.0	Changed 'm' to 'n' at position 7
ahinsam	5	ahinsat	2	1.0	Changed 'm' to 't' at position 7
athumun	5	achumun	2	1.0	Changed 't' to 'c' at position 2
athumun	5	akhumun	2	1.0	Changed 't' to 'k' at position 2
kipuiya	5	kiluiya	2	1.0	Changed 'p' to 'l' at position 3
kipuiya	5	kipuina	2	1.0	Changed 'y' to 'n' at position 6
kahunge	5	kahinge	2	1.0	Changed 'u' to 'i' at position 4
kahunge	5	kahungu	2	1.0	Changed 'e' to 'u' at position 7
koukhom	5	konkhom	2	1.0	Changed 'u' to 'n' at position 3
khumtai	5	kaumtai	2	1.0	Changed 'h' to 'a' at position 2
kitepsa	5	kiteppa	2	1.0	Changed 's' to 'p' at position 6
kimanga	5	kisanga	2	1.0	Changed 'm' to 's' at position 3
kineiya	5	kiveiya	2	1.0	Changed 'n' to 'v' at position 3
kitetoh	5	kitedoh	2	1.0	Changed 't' to 'd' at position 5
kiledoh	5	kitedoh	2	1.0	Changed 'l' to 't' at position 3
kisonga	5	kidonga	2	1.0	Changed 's' to 'd' at position 3
kisonga	5	kihonga	2	1.0	Changed 's' to 'h' at position 3
kisonga	5	kisanga	2	1.0	Changed 'o' to 'a' at position 4
kadonna	5	kadinna	2	1.0	Changed 'o' to 'i' at position 4
